tweet_id,in_reply_to_status_id,tweet_timestamp,source,tweet_text,dog_name,dog_stage,dog_rating,display_text_range,retweet_count,favorite_count,prediction,confidence_level
886680336477933568,,2017-07-16 20:14:00+00:00,iPhone,This is Derek. He's late for a dog meeting. / pet...al to the metal https://t.co/BCoWueabA,Derek,None,13.0,"[0, 71]",4610,22798,NaN,0.0
886366144734445568,,2017-07-15 23:25:31+00:00,iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. / deep breaths Roscoe https://t.co/RGEMIJox,Roscoe,pupper,12.0,"[0, 131]",3316,21524,French_bulldog,0.999201
886258384151887873,,2017-07-15 16:17:19+00:00,iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. / someone assist Waffles https://t.co/xZDAQsqO,Waffles,None,13.0,"[0, 94]",6523,28469,pug,0.943575
885984800019947520,,2017-07-14 22:10:11+00:00,iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. / pls pet with caution https://t.co/BuvePuMF,Jimbo,None,12.0,"[0, 140]",7097,33382,Blenheim_spaniel,0.972494
885528943205470208,,2017-07-13 15:58:47+00:00,iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. / would pat noggin approvingly https://t.co/tpkQiJF,Maisey,None,13.0,"[0, 109]",6683,36689,pug,0.369275
885167619883638784,,2017-07-12 16:03:00+00:00,iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. / https://t.co/ItaMubBf,,None,13.0,"[0, 134]",4556,22367,malamute,0.8124819999999999
884925521741709313,,2017-07-12 00:01:00+00:00,iPhone,"This is Earl. He found a hat. Nervous about what you think of it. / it's delightful, Earl https://t.co/MYJvdlNRVa",Earl,None,12.0,"[0, 93]",16439,68152,Italian_greyhound,0.259916
884876753390489601,,2017-07-11 20:47:12+00:00,iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. / you're doing great Lola https://t.co/TKAUsLkO,Lola,None,13.0,"[0, 118]",6096,28514,chow,0.822103
884562892145688576,,2017-07-11 00:00:02+00:00,iPhone,This is Kevin. He's just so happy. / what is your secret Kevin https://t.co/rMFCbCX,Kevin,None,13.0,"[0, 66]",5100,24765,pug,0.5464060000000001
884441805382717440,,2017-07-10 15:58:53+00:00,iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. / (IG: itselizabethgales) https://t.co/vvBOcCVdC",,None,14.0,"[0, 136]",5856,27478,Pembroke,0.993225
884162670584377345,,2017-07-09 21:29:42+00:00,iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. / for dangerously dapper doggo https://t.co/YSIBzTBZ,Yogi,doggo,12.0,"[0, 140]",3128,20771,German_shepherd,0.707046
883838122936631299,,2017-07-09 00:00:04+00:00,iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. / super good boy https://t.co/VxujjDDY,Noah,None,12.0,"[0, 137]",3586,22349,Doberman,0.610946
883482846933004288,,2017-07-08 00:28:19+00:00,iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. ./ https://t.co/qjrljjt",Bella,None,5.0,"[0, 112]",10407,46860,golden_retriever,0.943082
883360690899218434,,2017-07-07 16:22:55+00:00,iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. / heroic as h*ck https://t.co/rfIFEYP,Grizzwald,floofer,13.0,"[0, 139]",3825,22986,chow,0.987997
883117836046086144,,2017-07-07 00:17:54+00:00,iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... / would sneak a pat https://t.co/SefZwpE",,None,13.0,"[0, 111]",6949,37914,golden_retriever,0.949562
882992080364220416,,2017-07-06 15:58:11+00:00,iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. / confirmed great boy https://t.co/tyERKpdXj,Rusty,None,13.0,"[0, 108]",4122,24445,Eskimo_dog,0.466778
882762694511734784,,2017-07-06 00:46:41+00:00,iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. / would let steal my girl https://t.co/DISlVu,Gus,pupper,12.0,"[0, 114]",5134,28903,Labrador_retriever,0.85005
882627270321602560,,2017-07-05 15:48:34+00:00,iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. / Phelps is nervous (IG: stanleythe_corgi) https://t.co/NxPGwH,Stanley,None,13.0,"[0, 136]",6342,28382,Pembroke,0.542982
882268110199369728,,2017-07-04 16:01:23+00:00,iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. / happy th Alfy 🇺🇸 https://t.co/fYPRlutfA,Alfy,None,13.0,"[0, 114]",12118,45880,golden_retriever,0.762211
882045870035918850,,2017-07-04 01:18:17+00:00,iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. / rest easy Koko https://t.co/zeDpnsKXw",Koko,None,13.0,"[0, 133]",5203,29900,golden_retriever,0.00694063
881906580714921986,,2017-07-03 16:04:48+00:00,iPhone,This is Rey. He's a Benebop Cumberfloof. / dangerously pettable https://t.co/CgWbhxQ,Rey,None,12.0,"[0, 67]",3533,24773,Weimaraner,0.291539
881666595344535552,,2017-07-03 00:11:11+00:00,iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. / would boop intensely https://t.co/CSWClIs,Gary,None,13.0,"[0, 115]",11099,51522,Saluki,0.529012
881536004380872706,,2017-07-02 15:32:16+00:00,iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. / paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",,pupper,14.0,"[0, 130]",16570,50199,Samoyed,0.281463
881268444196462592,,2017-07-01 21:49:04+00:00,iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada. / would pet https://t.co/cgwJwowTMC,Elliot,None,12.0,"[0, 138]",5358,23501,NaN,0.0
880935762899988482,,2017-06-30 23:47:07+00:00,iPhone,This is Louis. He's crossing. It's a big deal. / h*ckin breathtaking https://t.co/DwbGlKAt,Louis,None,13.0,"[0, 72]",2886,17346,NaN,0.0
880872448815771648,,2017-06-30 19:35:32+00:00,iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... / https://t.co/WiAMbTkDPf,,None,12.0,"[0, 137]",3989,21734,Pembroke,0.791416
880465832366813184,,2017-06-29 16:39:47+00:00,iPhone,This is Bella. She had her first beach experience this morning. Complete success. / would perform a sandy boop https://t.co/VsFysDmiw,Bella,None,12.0,"[0, 114]",6546,29075,golden_retriever,0.913255
880221127280381952,,2017-06-29 00:27:25+00:00,iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. / would snug well https://t.co/fUodtVmvK,Jesse,None,12.0,"[0, 108]",4436,27640,Chihuahua,0.238525
880095782870896641,,2017-06-28 16:09:20+00:00,iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho / https://t.co/HauEMBu,,None,11.0,"[0, 129]",4533,28150,miniature_pinscher,0.120298
879862464715927552,,2017-06-28 00:42:13+00:00,iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. / https://t.co/QhaEkRQm,Romeo,None,13.0,"[0, 91]",3642,22667,basset,0.813507
879492040517615616,,2017-06-27 00:10:17+00:00,iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. / https://t.co/IxMIMKQq,Bailey,None,12.0,"[0, 90]",3323,23822,German_short-haired_pointer,0.479896
879415818425184262,,2017-06-26 19:07:24+00:00,iPhone,This is Duddles. He did an attempt. / someone help him (vid by Georgia Felici) https://t.co/UDTZkcTgY,Duddles,None,13.0,"[0, 82]",45849,107956,English_springer,0.383404
879376492567855104,,2017-06-26 16:31:08+00:00,iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. / would happily get blocked by https://t.co/gOiEAa,Jack,None,12.0,"[0, 125]",3261,17099,Labrador_retriever,0.0334961
879050749262655488,,2017-06-25 18:56:45+00:00,iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. / would still pet https://t.co/mJCDEJWdD,Steven,None,11.0,"[0, 132]",4941,23022,NaN,0.0
879008229531029506,,2017-06-25 16:07:47+00:00,iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. / would protect at all costs https://t.co/YDtpCjIPKN,Beau,None,13.0,"[0, 94]",2812,19317,vizsla,0.960513
878776093423087618,,2017-06-25 00:45:22+00:00,iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. / would love back #PrideMonth https://t.co/lNZwgNOgS,Snoopy,puppo,13.0,"[0, 126]",4319,19763,Italian_greyhound,0.734684
878281511006478336,,2017-06-23 16:00:04+00:00,iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still / tho. Help him out below

https://t.co/xJJElsY https://t.co/lUiQHv",Shadow,None,13.0,"[0, 140]",1349,7913,basset,0.32042
878057613040115712,,2017-06-23 01:10:23+00:00,iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. / for all involved https://t.co/cwtWnHMVpe,Emmy,None,14.0,"[0, 115]",7181,42876,French_bulldog,0.839097
877736472329191424,,2017-06-22 03:54:17+00:00,iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. / would tell again https://t.co/lsPyyAiFr,Aja,None,13.0,"[0, 93]",17300,71144,Chesapeake_Bay_retriever,0.8379559999999999
877556246731214848,,2017-06-21 15:58:08+00:00,iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. / would enjoy more shampoo options https://t.co/OYdDlfOGXP,Penny,None,12.0,"[0, 139]",3994,23258,basset,0.995368
877316821321428993,,2017-06-21 00:06:44+00:00,iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. / for water resistant good boy https://t.co/SHRTIopxc",Dante,None,13.0,"[0, 137]",5414,27907,Saluki,0.5099670000000001
877201837425926144,,2017-06-20 16:29:50+00:00,iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. / would give congratulatory boop https://t.co/gcfjPY,Nelly,None,12.0,"[0, 128]",5880,27755,Pembroke,0.93112
876838120628539392,,2017-06-19 16:24:33+00:00,iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. / would snug passionately https://t.co/joCDRs,Ginger,pupper,12.0,"[0, 125]",3506,21125,bloodhound,0.575751
876484053909872640,,2017-06-18 16:57:37+00:00,iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. / super duper good boy https://t.co/BXueUgbs,Benedict,None,13.0,"[0, 127]",2511,19163,golden_retriever,0.874566
876120275196170240,,2017-06-17 16:52:05+00:00,iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. / much excite https://t.co/ejExJFqek",Venti,None,13.0,"[0, 140]",4903,28490,Bernese_mountain_dog,0.534327
875747767867523072,,2017-06-16 16:11:53+00:00,iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. / will steal your girl https://t.co/VWlACRJCN",Goose,None,13.0,"[0, 125]",4497,25773,Labrador_retriever,0.799551
875144289856114688,,2017-06-15 00:13:52+00:00,iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both / would not intervene https://t.co/ogithejNj,Nugget,None,13.0,"[0, 133]",5081,22185,Siberian_husky,0.245048
875021211251597312,,2017-06-14 16:04:48+00:00,iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. / stealthy as h*ck https://t.co/brCQoqcAW,,None,12.0,"[0, 115]",4922,26022,West_Highland_white_terrier,0.7143189999999999
874680097055178752,,2017-06-13 17:29:20+00:00,iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. / would pat head approvingly https://t.co/lZhtizkURD,Cash,None,12.0,"[0, 92]",4875,28439,Labrador_retriever,0.836052
874296783580663808,,2017-06-12 16:06:11+00:00,iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. / would sign modeling contract https://t.co/YplNnSMEm,Jed,pupper,13.0,"[0, 114]",4308,26651,cocker_spaniel,0.437216
874057562936811520,,2017-06-12 00:15:36+00:00,iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... / https://t.co/pwYPQhtP",,None,12.0,"[0, 129]",4125,23134,flat-coated_retriever,0.8321770000000001
874012996292530176,,2017-06-11 21:18:31+00:00,iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. / #PrideMonth puppo https://t.co/XBEevJZV",Sebastian,puppo,13.0,"[0, 139]",11007,35501,Cardigan,0.806674
873580283840344065,,2017-06-10 16:39:04+00:00,iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. / would hug firmly https://t.co/mNuMHn",,None,13.0,"[0, 135]",4143,24837,Newfoundland,0.678537
873213775632977920,,2017-06-09 16:22:42+00:00,iPhone,"This is Sierra. She's one precious pupper. Absolute /. Been in and out of ICU her whole life. Help Sierra below

https://t.co/XpEUqyD https://t.co/VlkvrGLdQ",Sierra,pupper,12.0,"[0, 140]",1667,7467,vizsla,0.6197819999999999
872967104147763200,,2017-06-09 00:02:31+00:00,iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. / good to go doggo https://t.co/EMYIdoblMR,,doggo,12.0,"[0, 132]",5669,28031,Labrador_retriever,0.476913
872820683541237760,,2017-06-08 14:20:41+00:00,iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All / https://t.co/FVMlVZ",,None,13.0,"[0, 140]",3884,15029,pug,0.99912
872620804844003328,,2017-06-08 01:06:27+00:00,iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. / love is love is love... https://t.co/lUcpnZDPz,Monkey,None,13.0,"[0, 116]",3911,21309,cocker_spaniel,0.513191
872486979161796608,,2017-06-07 16:14:40+00:00,iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... / https://t.co/BZHiKxFpQ,,None,12.0,"[0, 133]",9429,41606,Pembroke,0.931861
872261713294495745,,2017-06-07 01:19:32+00:00,iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. / blessed as h*ck https://t.co/ejHvGDfWoa,Harry,None,13.0,"[0, 138]",6649,35085,Labrador_retriever,0.972019
872122724285648897,,2017-06-06 16:07:15+00:00,iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still / would happily get dunked on https://t.co/PKSpmiefwN,Kody,None,12.0,"[0, 126]",8549,35324,pug,0.06673630000000001
871879754684805121,,2017-06-06 00:01:46+00:00,iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. / https://t.co/uKPNyehw,Lassie,None,13.0,"[0, 136]",11918,39090,Shetland_sheepdog,0.969171
871762521631449091,,2017-06-05 16:15:56+00:00,iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. / https://t.co/AiVljIQCg,Rover,pupper,12.0,"[0, 134]",3678,20787,Labrador_retriever,0.921393
871515927908634625,,2017-06-04 23:56:03+00:00,iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. / great doggo https://t.co/PRBwrUw,Napolean,doggo,12.0,"[0, 140]",3628,20730,komondor,0.974781
871032628920680449,,2017-06-03 15:55:36+00:00,iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. / simply breathtaking https://t.co/noNpYLaoo",Boomer,None,13.0,"[0, 136]",3999,23255,kelpie,0.3980530000000001
870804317367881728,,2017-06-03 00:48:22+00:00,iPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. / https://t.co/GCDJccCyi,,None,11.0,"[0, 136]",6393,33791,NaN,0.0
870656317836468226,,2017-06-02 15:00:16+00:00,iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still /

Help Cody here: https://t.co/hxnDOtCV https://t.co/ryYRQQ",Cody,None,13.0,"[0, 138]",2817,12819,Pembroke,0.945495
870374049280663552,,2017-06-01 20:18:38+00:00,iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. / https://t.co/TxlgaPujm,Zoey,None,13.0,"[0, 139]",27680,85011,golden_retriever,0.841001
870308999962521604,,2017-06-01 16:00:09+00:00,iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. / would attempt a boop without waking https://t.co/MVQCzrFg",Rumble,None,13.0,"[0, 125]",4384,22453,Greater_Swiss_Mountain_dog,0.6227520000000001
870063196459192321,,2017-05-31 23:43:25+00:00,iPhone,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still / would ride https://t.co/apVOyDgOju,Clifford,None,14.0,"[0, 140]",8840,37771,NaN,0.0
869772420881756160,,2017-05-31 04:27:59+00:00,iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. / would snug softly https://t.co/HciEaJkCD",Dewey,None,13.0,"[0, 110]",10663,43710,Pembroke,0.980148
869702957897576449,,2017-05-30 23:51:58+00:00,iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. / we don't leave until you buckle pup Stanley https://t.co/vmCuPFCQq,Stanley,None,13.0,"[0, 139]",6728,29116,Pembroke,0.993449
869596645499047938,,2017-05-30 16:49:31+00:00,iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. / would throw cap for https://t.co/DsAhwXAJo,Scout,doggo,12.0,"[0, 139]",3327,16476,Chihuahua,0.955156
869227993411051520,,2017-05-29 16:24:37+00:00,iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. / would boop well https://t.co/IoRnfiiQ,Gizmo,None,13.0,"[0, 127]",4023,21112,Pembroke,0.664181
868880397819494401,,2017-05-28 17:23:24+00:00,iPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. / keep it pup Walter https://t.co/rjFxuyF,Walter,None,14.0,"[0, 98]",12518,55098,French_bulldog,0.0999839
868622495443632128,,2017-05-28 00:18:35+00:00,iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. / please reveal your wise ways https://t.co/yeaHEjeM,,None,13.0,"[0, 102]",6275,28295,Labrador_retriever,0.868107
868552278524837888,,2017-05-27 19:39:34+00:00,iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute / but Coop desperately requests your help

https://t.co/ZMTEMrf https://t.co/RyeXTYLNi",Cooper,None,12.0,"[0, 139]",2240,10539,whippet,0.378151
867900495410671616,,2017-05-26 00:29:37+00:00,iPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... / https://t.co/JMhDNvwXZ",,None,12.0,"[0, 127]",4439,24964,Labrador_retriever,0.522644
867774946302451713,,2017-05-25 16:10:44+00:00,iPhone,Meet Harold.  He's h*ckin cooperative. / good work Harold https://t.co/ZYgNZGICa,Harold,None,13.0,"[0, 61]",7788,35179,Border_collie,0.661953
867421006826221569,,2017-05-24 16:44:18+00:00,iPhone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. / superior puppo https://t.co/XZlZKdgo,Shikha,puppo,12.0,"[0, 133]",2697,16755,Eskimo_dog,0.6164569999999999
867051520902168576,,2017-05-23 16:16:06+00:00,iPhone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... / https://t.co/MRzRSIQ",,None,13.0,"[0, 132]",8425,33420,Samoyed,0.471403
866686824827068416,,2017-05-22 16:06:55+00:00,iPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. / would puppologize profusely https://t.co/bJEZ,Lili,None,12.0,"[0, 134]",3727,20070,flat-coated_retriever,0.51473
866450705531457537,,2017-05-22 00:28:40+00:00,iPhone,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. / such passion, much tender https://t.co/wkTfysWHr",Jamesy,pupper,13.0,"[0, 106]",32883,106827,French_bulldog,0.905334
866334964761202691,,2017-05-21 16:48:45+00:00,iPhone,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. / would hug softly https://t.co/WhdgRc,Coco,None,12.0,"[0, 112]",15546,54720,Samoyed,0.984086
